UltimateParentAccountID,ARR,UserCount_All,SessionCount_Amp,ResponseCount,ActionCount_ProjectsCreated,MUserCount_ProjectsCreated,Pageland_Count,AMRActions_UniqueUsers,TextIqConsumption_Events,TextIqConsumption_Uniques
0015000000bpaGPAAY,0,1623,9026,5481,28,12,19775,14,3,32
00150000010MeyaAAC,0,504,6636,11043,67,32,20385,33,1,2
0015000000wLFhSAAW,0,230,1770,25804,49,22,20140,31,0,0
0015000000olSI2AAM,0,25379,237152,1290497,7507,4477,971740,5630,20,617
0012J00002Qk3mHQAR,0,300,6755,162697,181,57,40462,67,0,0
0015000000mQtvjAAC,0,1248,29061,205454,393,192,141897,316,1,4
0015000000nDXPxAAO,0,8207,22741,21549,18,14,61655,31,1,9
00150000010MUDEAA4,0,2704,69519,206663,935,454,294759,659,3,3
0015000001lbZ5XAAU,0,122,1786,17947,34,17,5330,21,0,0
0015000000fri3kAAA,0,472,5714,24057,123,41,34313,85,16,341
0015000000qFpU3AAK,0,766,5852,184380,140,48,21403,94,7,3366
0015000000nDShNAAW,0,129,1123,83903,27,14,5388,35,0,0
0015000000b59soAAA,0,1951,63026,343191,1263,526,196409,495,7,10
0015000000cJT7rAAG,0,2689,16893,142088,256,68,53846,42,4,14
0015000000ReVspAAF,0,556,9014,236647,99,65,31304,80,2,132
0012J00002NHvozQAD,0,827,7433,56085,17,11,20216,56,2,9
00150000010MiC3AAK,0,448,5578,473955,76,42,20242,68,14,1853
0015000000U92UoAAJ,0,1488,10876,511560,174,126,52462,228,0,0
0015000000qG1YAAA0,0,536,9903,10197,180,61,53549,86,3,5
0015000000nDWLPAA4,0,19312,227142,672608,3340,2034,604768,2712,24,550
0015000000nDRYLAA4,0,330,5337,20615,62,22,19481,43,5,43
00150000010MMRfAAO,0,77007,752074,3368581,25466,15958,2669102,19873,84,315
0012J00002QjxIBQAZ,0,624,24790,72246,268,88,51218,157,1,2
0015000000eelZKAAY,0,131,604,6981,16,11,2931,28,10,863
0015000000RBwRiAAL,0,2132,54110,182940,969,438,176905,688,14,1505
0015000000nDraTAAS,0,1872,30230,69089,1038,372,133348,467,0,0
0015000000nDXO4AAO,0,377,4672,9872,13,8,15269,46,2,4
0015000000nDWIJAA4,0,2035,8706,16680,9,8,18533,6,0,0
0012J00002QkZdEQAV,0,88,361,1117,4,3,1694,15,10,143
0015000000wNRoOAAW,0,291,2246,9469,50,27,13033,65,2,96
0015000000MudsaAAB,0,6811,123077,420087,2382,1023,578425,2152,1,1
0015000000pkEnVAAU,0,1506,20268,12917,114,59,104137,299,10,87
0015000000cM8GDAA0,0,4426,33384,333591,157,93,82759,199,17,116
0015000000nDU1IAAW,0,544,77175,165410,78,38,121721,138,0,0
0015000000nDWLIAA4,0,2243,87528,503394,1208,506,235603,681,19,1294
0015000000nDsYSAA0,0,33086,482715,5568733,8982,5728,1541686,8827,46,3136
0015000000qFxnhAAC,0,112,871,1023,4,2,3365,3,0,0
0015000000nDrd9AAC,0,562,3368,32236,51,33,15074,65,4,144
0015000001niwA7AAI,0,133,2159,19524,23,13,6659,31,2,8
00150000010MCWVAA4,0,168,2358,112383,42,22,11606,69,0,0
00150000010MTWTAA4,0,2853,52932,19659,184,109,116086,351,18,974
0015000000qFsK2AAK,0,1615,20917,121795,464,278,90328,510,24,414
0015000000nDQPnAAO,0,299,1586,4971,12,3,5641,9,1,3
0015000000NjcXtAAJ,0,1279,11451,240614,358,132,60815,133,4,23
0015000000U8PVMAA3,0,222,3255,135734,167,58,15186,63,2,17
0015000000nDWebAAG,0,179,1785,102990,42,19,8337,38,0,0
0012J00002Sk78NQAR,0,117,706,377,0,0,6944,20,7,117
0015000000nDVu4AAG,0,933,14521,97364,337,100,69814,198,0,0
0015000000qG3JKAA0,0,21932,38256,33033,12,5,80128,27,0,0
00150000010Md86AAC,0,878,8849,19716,85,36,36986,85,8,92
0015000000nDWDhAAO,0,302,30520,116441,11,7,45288,18,0,0
0015000001AgTqKAAV,0,215,1298,2963,19,14,7231,36,0,0
00150000010McOKAA0,0,251,1621,3779,3,3,4964,6,0,0
0015000000SwIMHAA3,0,50,612,4867,1,1,3136,10,1,18
0015000001VGM13AAH,0,744,7342,47928,132,80,28871,142,0,0
0015000000edaOiAAI,0,746,6225,17970,9,6,13224,17,2,6
0015000000nDWY6AAO,0,458,2025,38344,79,26,12944,29,0,0
0015000000oGo6YAAS,0,1539,6503,15600,48,20,29158,36,9,367
0015000000mNcYwAAK,0,172,942,8786,5,5,4328,23,5,62
0015000000nDuXEAA0,0,1161,6778,12357,85,34,20022,57,4,21
0015000000nDuWgAAK,0,566,17318,11627,71,31,45189,49,0,0
0015000000nDQN3AAO,0,42,322,3970,0,0,1553,2,0,0
0015000000U6sfjAAB,0,203,1614,14479,35,13,6498,28,3,9
0015000000Px2cKAAR,0,33104,363306,1386977,11467,7268,1236454,8093,60,2095
0015000000nDTxSAAW,0,985,18496,92091,461,138,88553,176,4,12
00150000010Ma8XAAS,0,359,2320,3282,80,38,16559,80,0,0
0015000000nDRIIAA4,0,1299,7509,4976,2,2,10637,8,6,468
0015000000nDXOdAAO,0,510,6806,34723,33,11,28958,46,3,136
0015000000kkERBAA2,0,451,4152,29024,120,62,19958,94,7,94
0015000000d4IJcAAM,0,510,22401,117806,219,103,63912,138,7,2026
0015000000nDROAAA4,0,814,7053,12294,6,4,17094,12,6,314
0015000000hYJBYAA4,0,241,3577,24950,56,30,9948,36,0,0
00150000010MbPxAAK,0,253,4593,120585,52,22,39816,40,0,0
0015000000Oa5B4AAJ,0,162934,1962971,25165031,42846,26104,6719351,35366,92,318
0015000000trwksAAA,0,3122,18685,27422,73,41,64906,68,12,102
0015000000nDWYZAA4,0,225,8875,262349,53,9,43673,35,12,1578
0015000000eeFJBAA2,0,1079,4466,119619,31,16,17477,29,0,0
0015000000nDqv0AAC,0,137,1488,5361,11,8,4472,16,1,9
0015000000RxR1oAAF,0,67828,760603,3200454,22166,14049,2375668,12483,52,2201
0015000000nDRgXAAW,0,1766,15231,86082,151,53,57189,86,4,296
0015000000wNmCPAA0,0,684,25765,48103,258,79,110017,135,0,0
0015000000nDsfpAAC,0,2375,12996,72278,132,65,46925,144,1,6
00150000010MSwVAAW,0,165,1412,56003,24,13,9118,38,16,1380
0015000000nDqTkAAK,0,627,7245,14651,470,174,33027,173,0,0
0015000000PvlxyAAB,0,51831,639105,3023067,14124,8701,2228347,10834,30,968
00150000010MeDmAAK,0,1200,11906,17623,204,97,62314,257,0,0
0015000000nDRYMAA4,0,3337,29809,28248,74,34,87728,144,3,67
0015000000nDTXVAA4,0,363,2371,6453,56,39,13595,57,0,0
0015000000nDQsxAAG,0,5,5,0,0,0,2,0,0,0
0015000000tRX9VAAW,0,150,2640,1280,91,23,14291,34,8,395
0012J00002OW3D2QAL,0,144,1734,15257,39,17,11327,23,4,89
0015000000nDTvqAAG,0,910,17001,49303,485,211,59259,313,8,130
0015000000ISYY6AAP,0,88892,997994,7970162,30221,17950,6288561,22201,70,2416
00150000010MMQhAAO,0,568,11528,162096,186,92,57852,131,3,591
0015000000nDVt7AAG,0,15022,224580,630312,5235,3517,777126,4304,19,36
00150000010MgYeAAK,0,239,1333,6140,1,1,4086,3,0,0
0015000000tGB9FAAW,0,526,3378,3347,38,22,19379,37,6,22
0015000000mO1AZAA0,0,346,3650,36767,106,63,22275,94,0,0
0015000000nDVTFAA4,0,241,880,7666,24,7,5167,8,1,11
0015000000tG33LAAS,0,299,6243,129680,262,58,33987,106,13,556
0015000000eBy4fAAC,0,223,1304,4224,5,4,5244,8,0,0
0015000000nDXH4AAO,0,271,12612,34762,56,30,57522,59,2,2
0015000000qFjxOAAS,0,272,2814,104275,10,8,11383,53,0,0
0015000000nDQIBAA4,0,725,9730,99431,296,81,45548,157,2,2
0015000000nDryiAAC,0,336,3506,36935,23,6,17462,39,2,7
0015000000tGATFAA4,0,317,4226,316688,47,30,16596,58,0,0
0015000000Rd4qxAAB,0,275,9261,59185,34,18,33077,74,0,0
0015000000nDuYJAA0,0,347,4035,51023,115,52,18652,28,0,0
0015000001DkBRuAAN,0,275,3171,25740,66,37,11872,101,4,150
0015000000oHgX5AAK,0,343,2328,49691,81,29,12425,34,0,0
0015000000tG8knAAC,0,170,1753,10715,35,19,10373,31,0,0
0015000000lbMeZAAU,0,1680,26245,80341,296,141,86846,547,13,252
00150000010MefWAAS,0,281,3602,3799,56,28,10936,58,2,3
0012J00002PMgyqQAD,0,961,8309,4671,29,21,48205,86,7,33
0015000000nDuFFAA0,0,348,11767,128616,301,97,50400,115,2,11
0015000000nDRAIAA4,0,366,1634,1600,12,10,10382,23,1,43
0012J00002QkMykQAF,0,292,21565,308150,50,29,85176,51,3,158
0015000000nDrhBAAS,0,480,7923,169379,205,105,36335,151,19,3256
0015000000tG3pMAAS,0,1377,5655,24443,25,10,23845,21,11,347
00150000010MkvIAAS,0,1090,14217,19247,506,175,81696,365,17,252
0015000000nDThWAAW,0,377,4262,106013,81,50,15960,95,0,0
0015000000nDWMTAA4,0,1502,4560,12275,5,3,10803,5,15,857
0015000001AgTs1AAF,0,392,9305,524893,60,28,31968,50,2,691
00150000010MPOHAA4,0,929,16069,52253,175,42,74318,56,6,103
0015000001DkBP9AAN,0,3477,42958,143036,1568,874,152254,1131,8,27
0015000000khgg7AAA,0,1629,12951,34958,223,127,55832,123,2,3
00150000010MfZEAA0,0,3249,24828,69427,36,18,98972,66,0,0
0015000000nDWKmAAO,0,209,3024,16238,36,22,12719,47,0,0
00150000010MkK6AAK,0,823,4160,14607,1,1,15704,19,5,131
0015000000soXEwAAM,0,1665,7337,13277,18,8,14477,22,2,6
0015000000wNRoFAAW,0,475,6817,5864,129,58,29698,72,7,202
0015000000d3gnyAAA,0,740,10534,87653,191,84,38761,183,5,9
0015000000RD9eGAAT,0,776,5554,29946,135,75,25821,125,0,0
0015000000PuOj4AAF,0,47296,632192,3211974,11990,7707,2120916,11411,78,876
0015000000nDU1YAAW,0,85,1322,10505,11,7,9132,21,0,0
0015000000nDSSEAA4,0,663,6206,11106,106,41,52193,73,17,9106
0015000000qFD47AAG,0,13329,174137,752790,3757,2505,671572,3712,8,11
00150000010MeR2AAK,0,291,29096,142427,101,39,47791,75,3,8
0015000000HJPwyAAH,0,515,12231,271186,308,122,59112,210,0,0
0015000000b5RUwAAM,0,273,2130,6820,21,10,15624,63,2,2
0015000000nDXAxAAO,0,362,3573,8557,9,3,8166,7,2,45
0015000000LdLK8AAN,0,564,5143,22650,265,99,21502,126,4,17
0015000000nDR1yAAG,0,789,6661,15745,3,3,14487,16,5,22
0012J00002U8pEdQAJ,0,1101,6810,6776,11,6,22719,35,7,52
0015000000qFp7tAAC,0,1658,5409,91804,97,42,20456,96,5,5
0015000000frYt7AAE,0,12076,116345,316836,4073,2684,403139,3102,12,68
0015000000ZhtksAAB,0,1187,10175,18554,160,91,53597,153,14,304
0015000000qFrQNAA0,0,342,2958,5759,123,45,13857,73,0,0
00150000010MKmOAAW,0,286,2810,16451,18,8,9774,29,4,21
0015000000Zg4SPAAZ,0,193028,2421541,7034084,66638,40988,7568039,45264,132,390
00150000010MdjrAAC,0,110,2597,1990,12,4,11149,27,0,0
00150000018jAvdAAE,0,369,9745,439155,59,33,46622,133,40,6423
0015000000nDXPGAA4,0,299,1850,8898,25,15,13382,33,17,131
0015000000nDuBZAA0,0,902,6662,19957,200,114,28760,227,2,3
00150000010McosAAC,0,1341,8484,32552,37,16,46190,66,3,14
0015000000nDRlqAAG,0,222,2772,22999,42,21,16239,56,1,1
00150000010MJnUAAW,0,52,137,381,10,3,688,9,1,2
0015000000iSWDpAAO,0,282,7264,29844,110,46,31108,72,8,975
00150000010Mc5zAAC,0,323,4581,110593,148,64,20819,135,11,345
0015000000nDStRAAW,0,213,1508,6335,0,0,6878,10,1,3
00150000010M6YhAAK,0,2034,41487,251203,1008,377,166671,364,18,260
0015000000iRyoqAAC,0,72,883,23929,0,0,4359,7,0,0
0015000000wNROtAAO,0,700,9011,37813,176,71,45466,131,15,286
0015000000nDUWPAA4,0,340,2972,30394,52,26,10914,60,2,8
0015000000U8VFdAAN,0,26998,226473,2661139,9561,5536,854476,6549,31,84
0015000000nDXYXAA4,0,351,2429,12329,21,17,8749,23,0,0
0015000000Rce59AAB,0,30755,404030,3161443,10858,6429,1474600,8313,47,913
0015000000SwCD0AAN,0,246,9302,51951,100,37,24009,47,8,2187
0015000000wLFqoAAG,0,81,1309,1211,8,6,3237,17,3,18
0015000000RCqOBAA1,0,1436,9987,34133,189,84,44064,143,1,1
0015000000qFyRqAAK,0,106,1647,1167,25,8,12320,39,12,608
0015000001AggOSAAZ,0,278,3815,40738,58,36,8972,36,0,0
00150000010MaMSAA0,0,440,29179,11139,53,25,64931,54,16,2108
0015000000qFu7xAAC,0,236,3918,370998,285,78,20600,78,0,0
0015000000nDWIkAAO,0,181,2434,29697,40,14,11042,39,1,17
00150000010MnTSAA0,0,293,2383,95504,30,19,11081,33,2,17
00150000010McpPAAS,0,472,8184,78404,204,66,50302,88,6,8
0015000000acRsTAAU,0,930,19074,85443,339,157,102355,321,1,2
0015000000nDRUlAAO,0,49,346,1652,0,0,2268,10,0,0
0015000000d442NAAQ,0,651,6798,24784,4,3,22272,33,13,1027
0015000000dr1v4AAA,0,629,2736,12923,59,30,13661,39,6,36
0015000000sDP5wAAG,0,427,6467,44034,220,43,41855,52,3,66
0015000000iT9j4AAC,0,989,6188,20750,84,31,37399,53,0,0
00150000010MkRwAAK,0,659,13740,50352,213,81,68122,188,1,4
0015000000qFjjcAAC,0,339,1849,15088,14,7,10724,34,15,1154
0012J00002Jb6X4QAJ,0,139,1505,7694,7,4,9256,21,2,3
00150000018tn8QAAQ,0,96,1222,12030,7,3,6839,27,4,11
0015000000q6qu7AAA,0,444,6442,10874,75,32,17311,70,7,154
0015000000nDQtzAAG,0,116,621,19433,10,8,5504,8,0,0
0015000000tFzzZAAS,0,444,1813,3974,25,15,10840,22,0,0
0015000000pkEnsAAE,0,461,4260,2768,7,4,11392,22,1,1
0015000000acP3XAAU,0,276,2429,5452,125,58,10424,47,7,153
0015000000nDU1JAAW,0,484,4698,52776,147,78,19924,70,0,0
0015000000tRvsZAAS,0,261,7215,90027,97,48,31462,64,0,0
0015000000ZBnwbAAD,0,279,917,14054,20,10,8142,24,0,0
0015000000ac4C7AAI,0,276,4429,28642,83,43,27198,49,0,0
00150000010MT54AAG,0,1079,6009,18644,9,7,15185,18,2,9
00150000010MZtXAAW,0,345,1424,4214,6,6,6739,11,16,733
00150000010MiAfAAK,0,772,6819,8757,60,21,31116,59,8,178
0015000000hYU5PAAW,0,237,3683,48223,56,23,17397,48,0,0
0015000000qFynmAAC,0,207,4950,144086,158,41,28697,59,0,0
0015000000PxoMEAAZ,0,17651,255771,3029794,7315,3600,1327434,6300,20,79
00150000010MbuqAAC,0,8102,77200,83616,343,246,178934,531,32,1800
0015000000nDRjrAAG,0,219,3345,18721,61,33,12307,70,0,0
0015000000yluQ9AAI,0,42,216,210,0,0,1984,7,4,204
0015000000nDRiDAAW,0,1344,15876,66828,22,12,36390,45,0,0
0015000000nDTwRAAW,0,343,2836,10894,51,25,11731,62,9,282
0015000000nDS7XAAW,0,230,1911,7178,45,18,8646,27,3,47
0015000000qFspkAAC,0,8627,153481,688312,106,52,548334,40,0,0
00150000010MjweAAC,0,126,698,4905,14,10,3259,19,1,2
001500000147LsXAAU,0,958,8982,193839,213,122,33974,146,1,1
0015000000nDQMuAAO,0,192,1609,1519,6,5,6430,34,1,4
0015000000qFjhXAAS,0,567,8090,45751,0,0,20569,11,1,1
0015000000NBWyWAAX,0,172,2155,180150,66,23,11900,27,0,0
0015000000YYQunAAH,0,242,4491,64228,54,30,19458,42,0,0
0015000000nDWK3AAO,0,347,3860,184249,117,42,18068,73,1,1
0015000000abik4AAA,0,425,3418,53249,138,53,19494,59,1,17
0015000000tGMyPAAW,0,350,2024,9327,52,30,13468,45,6,17
0015000000cJNIgAAO,0,6547,30304,128064,246,125,93834,217,3,1756
00150000010MLjwAAG,0,184,3484,77569,41,22,17214,61,2,80
0015000000QDzRyAAL,0,2180,49999,30647,415,288,114507,563,1,34
0015000000nDtzvAAC,0,226,833,23511,19,8,4696,13,0,0
0015000000iT44gAAC,0,288,5758,69803,72,47,35291,67,0,0
00150000010MQdZAAW,0,103,1162,4567,6,2,2518,9,0,0
0015000000mPmOQAA0,0,60,246,370,0,0,2534,10,0,0
0015000000nDTGiAAO,0,3715,21055,15959,63,25,33488,44,3,8
0015000000iShdEAAS,0,231,4059,216947,38,25,21936,31,0,0
0015000000abGNrAAM,0,161,638,6215,19,15,4191,32,2,6
0015000000nDQPHAA4,0,668,15428,85493,73,42,68605,96,1,1
0015000000XbZeoAAF,0,296,2173,3090,2,2,7373,13,5,34
00150000010MiTtAAK,0,594,5090,47328,98,62,26776,128,16,452
0015000000nDRKVAA4,0,181,2223,8292,4,4,6182,7,2,436
0012J00002NIuSxQAL,0,9881,199933,1310047,3894,2019,629865,2957,11,16
0015000001AggBpAAJ,0,181,1442,6439,28,11,5896,30,0,0
0015000000nDTH2AAO,0,179,3667,2181,24,15,12629,26,0,0
0015000000nDQcTAAW,0,389,4829,15899,71,35,21140,75,2,263
0015000000cIlUDAA0,0,858,27560,50000,124,76,95300,224,0,0
0015000000nDRXlAAO,0,299,1394,2890,37,23,6948,37,7,13
0015000000ZBYo0AAH,0,11,20,0,3,1,116,3,0,0
0015000000ds7rgAAA,0,24,119,4182,3,1,707,4,0,0
00150000010Mbw1AAC,0,28,167,1449,5,1,1620,5,1,13
0015000000pI4lOAAS,0,731,7181,25340,158,109,28684,138,0,0
0015000000nDX4YAAW,0,670,9563,134371,192,83,39434,114,0,0
0015000000nDs4GAAS,0,808,3909,4178,11,9,12186,26,0,0
0015000000SwKG9AAN,0,507,3483,16941,54,41,12841,44,1,1
0015000000qFjyIAAS,0,1704,9470,4849,4,4,17096,19,1,15
0012J00002M7uk4QAB,0,435,108642,3260,69,33,218883,57,3,11
00150000010MRDBAA4,0,89,573,1564,0,0,2593,16,0,0
0015000000wNRoEAAW,0,92,1103,773,3,3,3527,6,3,35
001500000194g6YAAQ,0,425,5697,166076,88,37,13021,46,5,221
00150000010MNkGAAW,0,410,3644,63628,32,16,13499,39,9,188
0015000000tskkVAAQ,0,191,7524,63233,96,40,14761,63,1,22
0015000000tpbmTAAQ,0,419,7899,45401,252,77,45674,95,34,18168
0015000000qFxmPAAS,0,351,7627,46389,127,69,32331,75,0,0
0015000000qG0rTAAS,0,305,4021,61741,47,23,21352,50,0,0
00150000010MOUAAA4,0,838,5613,30391,136,59,21711,80,1,1
0015000000bqr6iAAA,0,382,15916,76935,60,42,33515,62,1,1
0015000000b7ZJaAAM,0,298,6340,262558,8,6,14318,26,0,0
0015000000iT4DxAAK,0,958,16929,58884,677,184,98931,197,2,2
0012J00002QkuRnQAJ,0,270,1973,18025,68,42,8841,77,3,152
0015000000nDR7uAAG,0,143,887,11498,42,21,4170,50,0,0
00150000010MO6AAAW,0,1666,22559,41622,310,58,67029,81,3,240
0015000000labUKAAY,0,225,2271,6329,45,30,10427,57,9,382
0012J00002Q3daoQAB,0,223,1718,65567,28,8,9342,34,0,0
0015000000bqOLRAA2,0,991,16296,56634,372,185,52644,191,0,0
0015000000b7f3OAAQ,0,178,682,176789,0,0,2478,16,0,0
0015000000nDTvjAAG,0,716,2736,12591,27,14,13435,29,0,0
0015000000qG2UxAAK,0,1443,14702,113441,68,45,40017,65,3,9
0015000000nDRVTAA4,0,3,3,0,0,0,0,0,0,0
0015000000U6MDYAA3,0,173,4526,90331,69,24,16167,24,0,0
0015000000nDQtxAAG,0,346,2389,7364,6,4,8390,31,1,1
0015000000ac0rgAAA,0,9491,144081,325253,3184,1622,699052,2257,15,31
0012J00002Ql6WgQAJ,0,253,533,966,8,5,2327,17,0,0
0015000001AgkpQAAR,0,823,11503,85080,275,140,62678,177,0,0
0015000000d5I8OAAU,0,1302,7084,31306,26,18,27236,72,13,1767
0012J00002Qk5GSQAZ,0,654,11432,63492,282,111,71549,168,16,1175
0015000001Agg9tAAB,0,191,2809,456212,195,39,13141,33,0,0
00150000010MN1cAAG,0,5295,77288,798610,1711,857,388209,1611,0,0
0015000000nDTaUAAW,0,46,343,7702,6,2,1356,9,2,36
00150000010MPjCAAW,0,993,9656,157101,54,39,46760,74,2,2
0015000000bpBxqAAE,0,763,12061,40452,192,74,54149,142,0,0
0015000000tGSi5AAG,0,257,1881,2670,36,20,11155,24,0,0
0015000000nDrnNAAS,0,1125,9232,25470,120,37,22750,72,1,1
0015000000qFsgbAAC,0,304,5414,364201,90,35,37952,81,0,0
0015000000qFpc3AAC,0,597,323347,10766,71,38,608064,129,4,43
0015000000phISvAAM,0,745,13660,96405,241,120,65703,148,14,14308
0015000000nDUgTAAW,0,306,7777,22860,112,35,37641,36,2,90
00150000010MjUnAAK,0,786,11125,360546,296,127,43133,148,4,47
00150000010MeITAA0,0,465,2141,6234,10,6,7953,39,0,0
0015000000b7zc3AAA,0,275,3624,15291,64,29,22874,48,0,0
0012J00002Qk5nHQAR,0,234,1060,1743,7,4,5163,18,0,0
0015000000U8TrEAAV,0,273,5162,20231,13,8,31696,37,0,0
0015000000d5LEJAA2,0,167,1611,38113,57,20,8298,33,3,6
00150000010McaIAAS,0,11,24,50,0,0,221,2,1,1
0015000000tGLGAAA4,0,932,15837,1294711,322,93,68074,150,0,0
0015000000yoTXSAA2,0,138,1014,36667,36,17,4461,33,0,0
0015000000tGSJUAA4,0,230,3088,168548,95,32,13869,35,0,0
0015000000QdqpPAAR,0,12898,167160,1290604,3658,2414,626621,3482,23,2649
0015000000nDTaxAAG,0,533,9827,13703,98,69,25116,100,1,1
0015000000jaj1LAAQ,0,1474,9012,13723,76,37,26551,72,3,36
0015000001AggKqAAJ,0,419,2110,4411,3,3,9159,31,0,0
0015000000PxesCAAR,0,25837,292854,2587007,8766,4758,1334287,5806,23,58
0015000000UveMCAAZ,0,841,6261,51498,223,108,26946,125,4,48
0015000000wKKnRAAW,0,528,4364,33171,84,54,16081,84,4,76
0015000000ac7G4AAI,0,322,1686,46304,78,27,9787,45,0,0
0015000000QDKL4AAP,0,14089,225453,3432437,6012,2877,772021,4405,15,27
0015000000acAysAAE,0,470,3698,5966,142,68,16325,133,1,2
0015000000YYTJgAAP,0,277,4211,31483,119,30,28749,26,1,21
00150000010MCV5AAO,0,203,1463,3288,53,21,7318,39,0,0
0015000000tGGtAAAW,0,268,1857,8052,16,12,8655,7,0,0
0015000000ZBMFaAAP,0,283,3541,79370,258,73,21284,128,11,144
0015000000nDTgyAAG,0,177,1048,8128,29,21,5205,44,0,0
00150000010M9s6AAC,0,262,3823,5537,161,51,23939,95,4,43
0015000000zpGnbAAE,0,1145,13653,156686,563,152,69624,349,6,534
0015000000cLq0tAAC,0,1616,19859,87464,285,197,66594,509,5,67
0015000000qFuyEAAS,0,48,349,137,0,0,2825,6,1,3
0015000000U9i1IAAR,0,1597,7247,2332,14,7,15815,25,6,510
00150000018uNQFAA2,0,804,8899,80635,190,122,39286,162,1,1
0015000000qFjxeAAC,0,87,736,740,3,2,2621,7,1,352
0015000000nDQgqAAG,0,1698,6535,29477,20,12,15020,30,0,0
00150000010MbCvAAK,0,462,3677,10114,60,35,18242,71,6,317
00150000010MeLAAA0,0,2451,28267,76497,1160,607,101348,608,1,1
00150000010MiZAAA0,0,94,2855,2100,49,16,21564,35,18,7627
0015000000PuOZEAA3,0,5993,55711,326567,1249,704,227626,1166,2,3
0015000000nDWKeAAO,0,313,5224,17658,35,21,21745,30,0,0
0015000000ZhdbnAAB,0,1861,8469,41895,79,53,28785,105,1,1
0015000000b7b09AAA,0,103,3495,46045,29,12,6947,24,0,0
0015000000nDTfdAAG,0,242,1549,74054,21,13,7685,26,1,30
0015000000qFuJBAA0,0,613,5534,32467,25,9,28461,82,40,13826
00150000010MW8wAAG,0,240,2179,1992,19,8,7109,15,0,0
0015000000hYef4AAC,0,211,1927,14224,65,27,6936,56,0,0
0015000000d67lFAAQ,0,436,4635,10998,114,55,25375,82,0,0
0015000001793n5AAA,0,61,417,4415,2,2,1716,3,0,0
001500000133JgwAAE,0,160,3005,2782,1,1,6150,5,2,9
0015000000qFzQJAA0,0,105,238,53337,4,3,754,1,0,0
0015000000nDU1OAAW,0,135,1274,3477,14,8,6475,45,0,0
0015000000pkEmyAAE,0,621,7110,64831,31,25,32496,59,1,13
0015000000cLJ9MAAW,0,673,7698,13145,58,37,32605,50,10,505
0015000000nDS2pAAG,0,356,2113,11532,5,2,6064,6,1,1
0015000001AgYbbAAF,0,255,2626,9169,29,16,23241,28,2,139
0015000000nDReLAAW,0,3,3,0,0,0,0,0,0,0
0015000000qFk0wAAC,0,307,4814,43002,74,21,22988,31,10,961
00150000010MZB0AAO,0,80,1209,355,49,13,6334,18,1,4
00150000010MgIfAAK,0,3309,45286,1101213,1818,722,224883,927,2,2
0015000000PummUAAR,0,13677,151276,831967,5211,3153,527219,3840,18,642
0015000000nDROBAA4,0,336,3113,16988,88,42,12223,70,2,12
0015000000srOkPAAU,0,1713,14466,38299,102,59,43441,103,4,17
0015000000Oqc3oAAB,0,1012,13269,54382,273,127,74718,274,6,64
0015000000YXxeyAAD,0,352,4689,14809,29,12,29689,24,0,0
0015000000nDWecAAG,0,1250,3087,49984,4,3,10330,16,1,1
0015000000S05kRAAR,0,3265,30796,151904,1069,575,124389,1184,0,0
0015000000pkErvAAE,0,229,3077,647,12,7,20537,30,2,2
0015000000Swy0mAAB,0,2231,24398,144831,655,407,88918,618,23,1093
0015000000y0nPOAAY,0,247,1530,1665,74,35,8084,62,1,1
0015000000sppp7AAA,0,197,4494,227611,86,27,26458,76,0,0
0015000000nDU3eAAG,0,493,2025,5541,4,3,6298,7,1,1
0015000000pkExwAAE,0,48,260,788,6,3,1177,6,3,88
0015000001AgTsQAAV,0,97,699,8884,35,17,3871,9,0,0
0015000000nDQyTAAW,0,178,875,1823,37,20,5037,40,3,41
0015000000tG80tAAC,0,633,8408,29377,160,71,36014,195,43,1729
0015000001GnmgeAAB,0,106,822,5436,7,3,5078,11,5,723
00150000010K6vLAAS,0,710,62452,94783,72,31,80315,117,0,0
0015000000QE7dEAAT,0,30373,261363,2344501,11112,7073,1063582,7230,33,97
0015000000b4qeAAAQ,0,1435,12490,58642,124,82,44607,121,4,12
0015000000OJ0rYAAT,0,557,7966,27640,250,87,27697,141,0,0
0015000000VXaIoAAL,0,640,6466,3529,84,43,40744,100,4,13
0015000000wLFluAAG,0,297,2612,6408,93,38,12498,39,2,66
0015000000QS7tNAAT,0,277,770,19804,8,7,3230,22,0,0
0015000000mPBgKAAW,0,354,9449,129220,7,7,47035,123,0,0
0015000000lZS5eAAG,0,235,1308,3166,14,12,7773,23,3,41
0015000000aeLt6AAE,0,153,915,37208,14,13,4095,21,0,0
0015000000SwkwqAAB,0,329,3334,5945,46,33,9587,89,2,20
0015000000iUuf7AAC,0,305,997,54600,36,19,4828,14,3,3
0015000000kiPnhAAE,0,169,1781,43491,24,19,9213,26,0,0
0015000001J5XFgAAN,0,79,402,597,10,6,2171,7,0,0
0015000000SwIcIAAV,0,585,10421,105879,200,96,38338,127,1,159
0015000000ZCs4jAAD,0,550,8521,71119,401,172,38161,220,2,6
0015000000nDX3mAAG,0,2970,32397,90760,1131,621,119344,717,8,83
0012J00002QkOHiQAN,0,197,2145,14740,72,31,12117,24,1,23
0015000000qG3yZAAS,0,882,6682,5537,43,20,26408,90,2,44
0015000000ab7wQAAQ,0,208,2006,66513,35,22,8847,29,2,2
0015000000qFyrQAAS,0,426,8385,144366,147,87,50209,174,0,0
