UltimateParentAccountID,ARR,UserCount_All,SessionCount_Amp,ResponseCount,ActionCount_ProjectsCreated,MUserCount_ProjectsCreated,Pageland_Count,AMRActions_UniqueUsers,TextIqConsumption_Events,TextIqConsumption_Uniques
00150000018tnkPAAQ,0,186,1397,28309,44,18,7447,25,0,0
0015000000SwJk0AAF,0,652,5927,14930,65,34,26286,6,0,0
0015000000nDRVMAA4,0,34,609,2274,0,0,3570,5,4,166
0015000000nokgeAAA,0,24,154,195,0,0,1295,4,1,13
0015000000cKEHMAA4,0,31,82,2,0,0,713,5,0,0
0012J00002Qk1R8QAJ,0,25,223,1414,0,0,844,2,1,17
0015000000PMUxdAAH,0,176,1400,7038,21,12,3813,32,0,0
00150000010MFbXAAW,0,252,2477,5702,94,47,10475,49,0,0
0015000000cJ0rbAAC,0,56,78,362,0,0,204,1,0,0
0015000000nDrh0AAC,0,388,1203,858,5,2,2752,8,1,11
0015000000tGBIhAAO,0,231,2521,5605,23,10,12132,32,0,0
0015000000cIl7xAAC,0,83,707,7667,9,9,2453,14,1,2
00150000010MAgJAAW,0,17,25,0,3,2,119,3,0,0
0015000000eselNAAQ,0,92,257,1328,19,8,1366,16,2,22
001500000133BWMAA2,0,355,5870,32193,38,24,11360,43,1,1
0015000000hY1gJAAS,0,85,668,834,14,9,3415,13,0,0
0015000000nDuJ3AAK,0,140,556,197,3,3,2415,10,6,13
0015000000wLFgTAAW,0,39,889,1051,4,3,2456,18,1,4
0015000000nDRNxAAO,0,167,809,139,8,6,3290,22,0,0
0015000000tGBNpAAO,0,29,143,2797,0,0,567,5,0,0
0015000000nDTm6AAG,0,187,574,7175,13,7,3114,5,0,0
00150000010MgNKAA0,0,2019,38868,424149,691,406,171110,620,4,13
0015000001DwFHaAAN,0,320,2634,4760,27,15,14168,41,11,864
0015000000d3k0BAAQ,0,54,441,77955,10,8,2304,18,0,0
0015000000U6yx2AAB,0,395,12657,5673,54,31,18336,54,0,0
0015000000nDSuUAAW,0,244,2795,17919,108,40,9113,55,1,1
0015000000SwdArAAJ,0,101,1265,784,6,3,6221,21,5,10
0015000000qFxnfAAC,0,54,531,1522,28,10,2391,18,4,27
0015000000iTnc0AAC,0,1600,28854,417849,563,288,131853,625,4,5
0015000000RejbxAAB,0,3552,44266,242501,1293,738,194842,974,2,22
0015000000nDrgVAAS,0,217,2089,10917,42,31,7660,45,0,0
0015000000nDs56AAC,0,216,3519,20241,59,28,7310,25,0,0
00150000010MlrtAAC,0,228,3347,8795,56,21,9738,25,0,0
0015000000RCZVKAA5,0,213,7528,19479,224,47,23499,32,5,1038
0015000000nDWMcAAO,0,154,6241,14599,39,18,21014,24,0,0
0015000000nDrdHAAS,0,140,1583,967,22,14,4654,27,0,0
0015000000nDTNrAAO,0,210,2458,17444,23,14,13134,31,7,162
0015000000nDWIuAAO,0,133,461,1519,15,7,2159,21,0,0
0012J00002Qjyu3QAB,0,335,1944,699,14,8,10848,27,0,0
0015000000wLGBFAA4,0,180,837,18170,17,11,3365,18,0,0
0015000000nDVpLAAW,0,159,1194,7800,46,21,4011,24,3,53
00150000010MRQ6AAO,0,1005,9774,15155,199,116,49443,403,0,0
0015000000pkEo4AAE,0,69,985,6016,36,11,4280,15,2,4
0015000000nDTrMAAW,0,575,2269,33411,125,54,9892,86,0,0
0015000000nDR3AAAW,0,142,164,926,0,0,534,3,0,0
0015000000okG0jAAE,0,168,442,146,7,4,2790,12,0,0
0015000000tGRq9AAG,0,159,1723,11823,39,10,10296,22,0,0
0015000000sr9v8AAA,0,281,3707,26758,100,37,12598,41,0,0
0015000000dsKCiAAM,0,122,361,7426,20,9,1637,15,1,2
0015000000wNRENAA4,0,170,758,2196,0,0,3445,9,0,0
0015000000qG42QAAS,0,17,46,79,0,0,263,2,0,0
0015000000nDQUvAAO,0,1343,2438,1711,8,5,7662,6,0,0
0012J00002QkBNsQAN,0,252,2709,11105,20,11,11659,24,1,1
00150000010MXZBAA4,0,331,3352,7139,26,17,16268,87,2,5
0012J00002Qk0X5QAJ,0,159,1929,8309,36,19,6008,26,0,0
00150000024bppqAAA,0,382,1851,2952,6,3,7779,12,3,113
0015000000nDQQoAAO,0,7,10,0,3,2,49,0,0,0
0015000000nDX3zAAG,0,114,287,374,4,2,1544,9,0,0
0015000000wNREHAA4,0,139,1005,8700,22,10,4985,19,1,1
00150000010MUzgAAG,0,179,4846,24133,49,30,16618,40,5,431
0015000000U9ncCAAR,0,176,1179,12110,29,18,3901,23,0,0
0015000000tG4OYAA0,0,174,598,17438,25,19,2434,28,0,0
0015000001AggURAAZ,0,114,2403,18338,67,28,14128,36,0,0
0015000001AglpnAAB,0,120,1130,3898,37,24,4668,36,0,0
0015000000nDRvtAAG,0,9,39,4,0,0,213,2,0,0
0015000000nDQQlAAO,0,169,823,37788,118,16,4794,16,0,0
0015000000tGDUiAAO,0,332,3519,20931,6,6,16501,94,0,0
0015000000khazGAAQ,0,35,773,19406,0,0,5064,9,0,0
0015000000qFIToAAO,0,35,523,8875,3,2,2230,9,0,0
0015000000nDRJeAAO,0,47,124,379,1,1,1023,9,2,11
0015000000qFsWHAA0,0,89,1452,1157,3,3,5268,21,0,0
00150000010MpkoAAC,0,160,1404,2239,7,7,4856,18,0,0
0015000000abTOlAAM,0,316,9478,12888,97,33,17848,33,0,0
0012J00002QkhTCQAZ,0,68,276,428,10,2,1956,8,0,0
0015000000aeWkTAAU,0,540,2671,3808,9,7,5710,11,0,0
00150000017fsgDAAQ,0,53,493,787,1,1,1258,2,0,0
00150000010MM3RAAW,0,1768,12201,82577,7,6,59529,31,26,741
0015000000nDU1nAAG,0,184,1038,5280,31,17,5261,24,0,0
0012J00002NGdo3QAD,0,54,751,7481,8,5,1979,11,0,0
00150000010MqJgAAK,0,155,1064,774,11,10,4033,21,0,0
0015000000nDX6FAAW,0,142,530,3516,27,13,1828,26,0,0
001500000133CKUAA2,0,131,1072,668878,23,5,5459,17,1,85
0015000000nDSieAAG,0,23,98,2781,0,0,576,4,0,0
0015000000nDU8jAAG,0,389,642,1421,1,1,2195,1,0,0
0015000000Y0fhRAAR,0,576,5501,4013,70,47,12755,51,1,1
0015000000qFvLsAAK,0,117,1784,2829,14,10,7025,17,1,1
0015000001RTzVDAA1,0,3,3,0,0,0,0,0,0,0
0015000000b8A5MAAU,0,179,1526,1671,31,19,5131,18,0,0
0015000000xSFjlAAG,0,312,4022,58198,212,75,17800,67,1,1
0015000000ruLBEAA2,0,260,1722,14329,18,10,10160,39,0,0
0015000000U9uV8AAJ,0,110,660,40016,11,5,3440,17,0,0
0015000000d5UTzAAM,0,74,362,105107,23,5,3220,8,0,0
0015000000nDXLaAAO,0,64,792,1735,16,9,3052,16,0,0
0015000000mRIZiAAO,0,216,4618,17273,153,48,16977,36,0,0
0012J00002NHfF2QAL,0,22,111,284,0,0,567,2,1,17
0015000000nDTggAAG,0,402,12942,23271,285,107,35731,86,0,0
00150000010Mrt6AAC,0,190,1863,1165,43,19,9528,29,0,0
00150000010MmWHAA0,0,67,175,385,4,3,807,1,0,0
00150000010MJpjAAG,0,53,295,1679,9,5,1707,5,0,0
0015000000nDSv3AAG,0,19,52,27,0,0,627,2,0,0
0015000000SwIeEAAV,0,340,546,345,5,2,1392,1,0,0
0015000000nDrEeAAK,0,77,468,1461,19,8,2216,11,0,0
0015000000nDtwBAAS,0,143,1785,1503,2,2,8347,23,0,0
0015000000XZBPBAA5,0,213,3246,22653,75,31,9572,29,3,6
0015000000oKEXnAAO,0,1177,21185,74328,236,124,99797,368,2,2
0015000000nDQcMAAW,0,1906,4580,2652,18,14,20928,20,0,0
00150000010MT42AAG,0,109,1670,14132,26,11,11919,23,0,0
0015000000qFvaHAAS,0,25,297,642,2,1,1868,5,0,0
00150000010MKsjAAG,0,71,1171,4645,33,7,4550,12,1,75
00150000010MjIiAAK,0,34,262,318,2,2,1198,2,0,0
001500000133H5EAAU,0,47,413,1715,1,1,1184,1,0,0
0015000001AgfnyAAB,0,84,1147,1219,0,0,3928,4,5,21
0015000000nDVPGAA4,0,58,218,3672,4,3,1246,8,0,0
00150000010MTi2AAG,0,56,776,1828,14,2,4359,15,3,5
0012J00002QkG1YQAV,0,14,138,26,0,0,423,4,3,7
0015000000rAoajAAC,0,1939,25160,144748,414,272,119990,624,0,0
0015000000fpmHwAAI,0,36,104,1950,8,5,566,2,0,0
00150000010MktjAAC,0,56,830,2221,3,3,3711,11,0,0
0015000000qG3bHAAS,0,29,157,312,4,3,607,7,0,0
0015000000qccWRAAY,0,138,1419,38087,5,5,7718,37,0,0
0015000000qG1JuAAK,0,57,910,11712,10,3,1778,11,0,0
0015000000mNy6YAAS,0,160,510,136,10,8,2954,8,0,0
0015000000qFruPAAS,0,239,2619,878,4,2,8460,13,1,2
0015000000hWbMlAAK,0,416,5416,12782,180,70,20928,96,0,0
0015000000nDThYAAW,0,234,4108,19058,25,22,15372,50,0,0
0015000000nDX9yAAG,0,62,1010,7304,24,9,4368,20,2,5
00150000010MZYMAA4,0,79,331,2594,14,6,1493,16,0,0
00150000010MR8FAAW,0,88,2182,20507,14,3,8114,12,0,0
00150000010MeceAAC,0,194,1475,21522,141,33,9665,23,1,7
00150000010Mp5qAAC,0,46,485,128,1,1,1700,15,0,0
0015000001HiybnAAB,0,65,821,208,4,3,6107,13,0,0
0015000000nDRLmAAO,0,69,310,222,3,3,2087,5,0,0
0015000000nDTy3AAG,0,128,658,5355,18,9,3105,15,0,0
0015000000qFtKiAAK,0,135,704,1254,23,10,4991,32,0,0
0015000000nDR8GAAW,0,42,219,315,2,1,1299,3,1,6
0015000000wNRhEAAW,0,107,1176,2008,10,8,5456,10,0,0
0015000000hWrz8AAC,0,4,5,0,0,0,11,0,0,0
0012J00002QkZs7QAF,0,104,1838,6897,6,2,7181,19,0,0
0015000000tGAhFAAW,0,61,364,453,3,2,1455,5,0,0
0015000000qG33RAAS,0,614,7356,9171,13,10,14021,15,0,0
0015000000bpFfbAAE,0,41,387,498,1,1,2400,10,0,0
0015000000qFtQIAA0,0,85,1661,2047,6,3,5743,10,0,0
0015000000tGBBmAAO,0,160,1936,1398,28,12,14176,35,0,0
0015000000nDUT2AAO,0,105,953,3308,46,13,3317,13,0,0
0015000000mNZOaAAO,0,47,585,834,0,0,6714,10,1,5
0012J00002PMR2wQAH,0,130,1939,3002,51,19,11572,24,0,0
0015000000I23SlAAJ,0,461,6960,229070,103,55,31336,77,0,0
0015000000nDuX8AAK,0,303,700,164,6,4,4724,3,0,0
0015000000nDS2wAAG,0,460,10174,57955,308,112,40039,142,6,210
0015000000mQ6EWAA0,0,24,90,244,0,0,636,5,2,8
0015000000nDqUFAA0,0,205,3325,6241,58,36,8034,33,0,0
0015000000aexCPAAY,0,60,581,664,3,1,4473,12,2,2
0015000000Zge7vAAB,0,10,18,227,0,0,35,1,0,0
0015000000nDX4RAAW,0,35,214,201,1,1,2089,6,0,0
0015000000japMWAAY,0,100,578,4337,17,11,2410,24,0,0
00150000010Mbl0AAC,0,51,560,1440,6,4,2583,10,0,0
0015000000SZ5NPAA1,0,41,150,5433,0,0,778,6,0,0
0015000000nDRkfAAG,0,96,3884,4201,56,21,10015,16,0,0
0015000000mRIGVAA4,0,119,1950,4704,38,15,10709,14,0,0
0015000000cL2AkAAK,0,188,1564,3420,15,7,9049,34,1,1
0015000000wLFofAAG,0,196,1798,20933,13,7,5630,12,0,0
0012J00002OVNhiQAH,0,113,706,5182,37,14,3523,17,0,0
00150000010M7COAA0,0,33,83,3831,3,3,521,5,0,0
00150000010Mo8xAAC,0,57,491,2404,4,3,2361,16,0,0
00150000010MlTeAAK,0,315,6666,36134,115,38,30012,46,3,5
0015000000nDShhAAG,0,209,1896,10931,14,11,5217,17,0,0
001500000133BXxAAM,0,47,494,4044,16,4,2475,11,0,0
00150000010MHMBAA4,0,146,528,10534,24,15,2968,6,0,0
0015000000nDUVkAAO,0,117,2119,13538,37,15,7835,21,0,0
00150000010M9uDAAS,0,73,745,12370,24,6,3574,21,2,24
0015000000tGJdbAAG,0,52,682,738,30,6,3383,15,1,2
0015000000tGRTJAA4,0,206,950,521,10,7,8082,13,0,0
0015000000nDQcQAAW,0,57,205,767,1,1,869,10,2,7
0015000001AgkoYAAR,0,120,413,630,5,4,2510,14,0,0
0015000000fpJYTAA2,0,355,1810,93790,31,18,7263,61,0,0
0012J00002Qkh2lQAB,0,23,89,378,0,0,554,2,0,0
0015000000abLSgAAM,0,266,1857,1892,4,3,5086,18,0,0
0015000000frhP1AAI,0,21,88,3256,1,1,469,3,0,0
0015000000fqAWTAA2,0,185,910,10521,19,10,3523,23,0,0
0015000000ZB8LcAAL,0,120,772,7491,23,17,2616,16,0,0
0015000000b8HOqAAM,0,166,2469,14293,22,12,7265,21,1,10
00150000010MSXKAA4,0,40,770,440,13,9,1622,7,0,0
0015000000cJtOUAA0,0,525,1335,524,3,2,5015,6,0,0
00150000010MDimAAG,0,31,66,9,3,3,318,4,0,0
00150000010MLoVAAW,0,71,739,2042,9,6,3227,23,2,4
0015000000qFpIBAA0,0,120,640,4007,10,5,3349,7,3,125
0015000000khEFWAA2,0,66,345,1348,9,7,1792,7,0,0
0015000000nDX44AAG,0,331,912,1977,5,5,4052,42,0,0
0015000000tGB6EAAW,0,1037,2059,1100,6,4,5940,18,0,0
00150000012EMDQAA4,0,8,8,0,0,0,1,0,0,0
0015000000nDQKwAAO,0,107,669,2697,21,13,2349,11,0,0
0015000001AgflJAAR,0,2407,36822,116897,37,16,153815,1066,16,190
0015000000nDROeAAO,0,31,285,469,1,1,623,6,0,0
0012J00002Lb97sQAB,0,57,170,1745,2,2,635,6,0,0
00150000010MTxcAAG,0,208,1129,3609,84,33,4918,30,0,0
0015000000cK9p3AAC,0,209,516,881,2,1,2357,6,0,0
0015000000d5LOnAAM,0,169,2084,1544,34,19,11144,26,0,0
0015000000ev26rAAA,0,64,1495,3707,12,5,8675,10,1,1
0015000000nDWKuAAO,0,147,1268,2159,18,12,4697,37,0,0
0015000000qG37WAAS,0,137,332,794,3,3,1401,22,0,0
00150000010Mh7SAAS,0,134,1004,1862,9,6,8413,30,0,0
0015000000qFwz1AAC,0,32,654,739,18,7,3034,1,0,0
0015000001JdUF6AAN,0,1653,19663,123215,766,443,103756,485,0,0
0015000000nDVTfAAO,0,79,373,2537,18,4,1162,15,1,1
0015000000nDTxyAAG,0,52,364,592,18,4,2070,4,0,0
0015000000tFxN7AAK,0,53,593,509,2,1,2642,5,0,0
00150000010MM4PAAW,0,270,2814,17380,52,18,23124,43,6,187
00150000010MGyGAAW,0,54,201,260,6,4,1573,6,0,0
0015000000wLFi2AAG,0,194,1487,17747,48,27,5546,62,0,0
0015000001Fhy2AAAR,0,28,191,12,0,0,1323,8,0,0
0015000000wKOQiAAO,0,20,68,2214,9,1,625,2,0,0
0015000000wNmCKAA0,0,29,68,123,0,0,549,6,0,0
0015000000qFyraAAC,0,64,502,804,0,0,2190,6,0,0
0015000000UADk0AAH,0,223,5506,16930,189,45,18153,39,0,0
0015000000qG0okAAC,0,25,362,2305,2,2,511,0,0,0
0015000001W1MovAAF,0,19,81,19,0,0,584,4,0,0
0015000001plsaEAAQ,0,92,297,3414,17,9,1701,18,0,0
0015000000St9gCAAR,0,126,546,749,11,6,1770,7,0,0
0015000000b7yXsAAI,0,120,567,676,6,4,1693,9,0,0
0015000001AgZjBAAV,0,11,52,300,0,0,238,2,0,0
0015000001Tm5ZYAAZ,0,36,241,1621,0,0,1686,10,1,1
0015000000w4sCqAAI,0,47,182,169,2,2,474,6,0,0
0015000000b4y6iAAA,0,76,520,407,0,0,2320,10,2,2
0015000000qFtzwAAC,0,101,1993,8436,29,8,14917,28,5,87
0015000000qG2gZAAS,0,21,250,1139,0,0,1440,5,0,0
0015000000wLFlzAAG,0,13,59,524,0,0,249,3,0,0
00150000010MJYOAA4,0,64,697,4763,7,5,2867,21,2,7
0015000000nDXDdAAO,0,8,8,0,0,0,19,0,0,0
0015000000wNRgHAAW,0,145,522,143,4,3,3113,9,0,0
0015000000tG0A7AAK,0,419,4037,29115,153,76,19445,142,1,12
0015000000un9U0AAI,0,262,1390,26079,18,11,5411,20,0,0
00150000010McOBAA0,0,59,509,381,4,3,2346,5,0,0
0015000000U6WZtAAN,0,31,276,9961,6,2,1066,4,0,0
00150000010MklrAAC,0,160,345,405,2,2,1355,4,0,0
0015000000nDtyWAAS,0,39,185,306,1,1,767,4,0,0
0015000000ds3DEAAY,0,49,431,3793,11,5,1947,7,0,0
00150000010MpDpAAK,0,13,14,0,0,0,80,0,0,0
0015000000nDQcWAAW,0,29,586,235,2,2,1578,1,0,0
001500000170PGBAA2,0,198,775,1840,20,13,2547,20,0,0
0015000000SklyoAAB,0,166,4300,57953,182,41,20919,47,0,0
0015000000nDRHIAA4,0,27,311,191,4,3,1264,5,2,12
0015000000pkEzNAAU,0,85,997,1478,25,15,3081,16,1,15
001500000133CKfAAM,0,105,1421,1902,28,13,5480,18,0,0
00150000010MC1YAAW,0,219,1727,1724,5,4,9301,5,0,0
0012J00002LbQZDQA3,0,211,2102,10008,125,22,11683,30,0,0
0015000000nDWykAAG,0,162,692,3535,6,5,2076,13,0,0
0015000000qG4C3AAK,0,382,3266,21152,71,41,13251,67,1,2
0015000000wLFmoAAG,0,0,0,0,0,0,0,0,0,0
00150000010MdVlAAK,0,109,2545,18282,39,19,16474,19,2,8
00150000010MIZRAA4,0,14554,97290,291097,3284,1285,402278,1679,34,946
0015000000Sb1UeAAJ,0,204,669,15326,11,10,3608,15,0,0
0012J00002OW3HXQA1,0,171,1128,32598,32,21,4672,22,0,0
00150000010MWreAAG,0,127,1502,430,1,1,3374,4,2,11
0015000000qFp6oAAC,0,42,278,1086,4,3,865,6,0,0
0015000000qFup6AAC,0,55,397,89,1,1,1420,1,0,0
0015000001AgkX9AAJ,0,789,3049,35338,16,13,13394,11,0,0
0015000001332ggAAA,0,153,2526,29147,33,20,9013,29,0,0
0015000000pkEolAAE,0,55,184,134,0,0,1481,4,0,0
00150000010Mo8uAAC,0,84,1071,15393,14,7,3088,15,0,0
0015000000qFpcMAAS,0,35,112,1028,1,1,448,5,0,0
0015000000nDXHQAA4,0,151,501,2383,82,27,2618,18,0,0
0015000000nDU1CAAW,0,36,160,897,1,1,1035,6,2,85
0015000000qFtoVAAS,0,53,519,322,18,6,1717,9,0,0
0015000000nDXGcAAO,0,33,603,4995,5,3,2261,9,1,8
0012J00002Qk6eeQAB,0,150,1481,164425,40,18,6134,41,0,0
0015000000nDStIAAW,0,25,158,834,0,0,1121,3,0,0
0012J00002MA20NQAT,0,22,232,25,0,0,1823,3,0,0
0015000001W1McSAAV,0,13,60,359,3,1,189,2,0,0
0015000000nDRgOAAW,0,45,266,262,3,2,1107,8,0,0
00150000010MD3uAAG,0,141,964,5217,0,0,3777,16,0,0
0015000000qFs8cAAC,0,22,91,101,0,0,709,11,1,1
0015000000sES5KAAW,0,250,1812,18431,61,39,10304,37,0,0
0015000000qFkprAAC,0,3,4,0,0,0,29,0,0,0
0015000000nDXYaAAO,0,161,1031,14703,10,7,6755,10,0,0
00150000010MDepAAG,0,175,32265,20131,9,7,38285,5,0,0
0015000000nDXB7AAO,0,31,309,2967,2,2,1294,7,1,2
00150000010MBilAAG,0,22,84,325,5,3,336,4,0,0
00150000010MJb1AAG,0,260,751,499,1,1,3779,1,0,0
00150000010M76iAAC,0,5,6,0,0,0,1,0,0,0
0015000000kjtuPAAQ,0,60,266,275,7,5,1628,13,0,0
0015000000nDVxqAAG,0,18,58,73,0,0,407,5,1,3
0012J00002OVNi9QAH,0,316,1921,967,5,1,9111,14,2,2
00150000010MCrrAAG,0,54,208,207,2,2,1220,5,0,0
00150000010MM2lAAG,0,38,47,977,7,2,140,2,0,0
0015000000nDWKWAA4,0,104,2745,3985,133,25,9331,24,4,8
0015000000nDTyiAAG,0,136,1154,1734,17,10,4673,21,0,0
0015000000cKR9IAAW,0,23,100,122,0,0,458,3,0,0
0015000001AglphAAB,0,22,123,152,0,0,1224,5,0,0
0015000000nDRjoAAG,0,36,89,1340,5,4,515,6,0,0
0015000000qFdqPAAS,0,13,62,50,0,0,172,3,0,0
0015000000nDXCpAAO,0,54,593,1332,13,5,1660,10,0,0
0015000000nDRgPAAW,0,38,101,122,7,5,664,4,1,1
0015000000nDuIAAA0,0,64,127,61,10,2,429,0,0,0
00150000010MNvgAAG,0,64,960,7523,14,9,3713,15,0,0
0015000000tqEPaAAM,0,36,204,160,1,1,1155,4,0,0
00150000010MHe6AAG,0,29,93,30,3,2,422,2,0,0
0015000000qG0rcAAC,0,39,363,1990,63,5,2825,4,0,0
00150000010Mds1AAC,0,218,3931,6067,97,30,13880,35,0,0
0015000001HFPqkAAH,0,31,93,53,3,2,362,4,0,0
0015000000nDWJLAA4,0,161,286,1157,0,0,1814,7,0,0
00150000010MCf3AAG,0,208,1354,6515,12,3,7183,8,0,0
00150000010MgtXAAS,0,37,272,4217,1,1,649,14,0,0
0015000001W1VK7AAN,0,118,409,3462,22,13,2614,7,0,0
0015000001XQXbnAAH,0,79,391,1198,13,8,2261,7,0,0
00150000010MjIhAAK,0,20,240,1080,0,0,1054,5,1,2
00150000010MSDzAAO,0,45,314,724,3,2,957,7,0,0
00150000010MqTyAAK,0,82,987,1282,9,4,2987,9,0,0
00150000010MWvIAAW,0,96,934,1157,10,6,3625,13,0,0
0015000000bpEZkAAM,0,27623,917370,3459906,10777,4801,2148361,5738,28,500
0015000000YWeVVAA1,0,195,1466,43691,19,15,8991,15,0,0
00150000010Mi7DAAS,0,83,988,12062,20,7,4688,17,2,766
0012J00002PLZArQAP,0,146,684,1091,56,31,3462,6,0,0
0015000000nDWJ1AAO,0,29,273,322,3,2,527,5,0,0
0015000000nDU8uAAG,0,16,215,339,1,1,395,2,1,1
0015000000nDT4UAAW,0,21,59,21,0,0,355,7,0,0
00150000010MdVNAA0,0,8,16,5,0,0,57,1,0,0
0015000000xRcqnAAC,0,28,272,1269,2,2,995,6,2,12
0015000000xxRj1AAE,0,88,576,7304,10,6,1731,8,0,0
0015000000nDRLlAAO,0,5,5,1,0,0,7,0,0,0
00150000010MesBAAS,0,28,312,845,5,2,1001,6,0,0
0015000001VGZJCAA5,0,23,279,158,0,0,1331,9,0,0
0015000000qFuAHAA0,0,87,416,14173,7,5,1603,13,0,0
00150000010MWN4AAO,0,22,28,21,0,0,85,2,0,0
00150000010MbFQAA0,0,26,115,44,1,1,578,5,1,2
001500000132xBvAAI,0,22,61,53,0,0,512,11,0,0
0015000000nDQKgAAO,0,22,30,233,23,2,324,2,0,0
00150000010MOu3AAG,0,241,458,401,1,1,1072,8,0,0
0015000000nDSATAA4,0,72,437,2121,2,1,2568,6,0,0
0015000000UAENDAA5,0,21,54,80,0,0,637,5,0,0
0015000000ruKZWAA2,0,21,21,0,0,0,0,0,0,0
0015000000nDVYDAA4,0,17,24,12,2,2,166,3,0,0
0015000000Gcbk1AAB,0,50,403,290,4,3,2377,10,0,0
0015000000nDQivAAG,0,30,360,319,5,3,787,5,0,0
00150000010MHLTAA4,0,4,4,0,0,0,2,0,0,0
0015000000qFqJDAA0,0,6,11,0,0,0,80,0,0,0
00150000010MhZHAA0,0,35,525,80,8,3,823,0,0,0
0015000000wNQKOAA4,0,3,30,11,2,2,105,0,0,0
00150000010MjiWAAS,0,13,24,22,1,1,45,1,0,0
001500000184RpMAAU,0,0,0,0,0,0,0,0,0,0
0015000000wNRYeAAO,0,51,495,2258,1,1,1941,3,1,1
0012J00002QknudQAB,0,16,184,272,0,0,1025,4,2,19
0015000000nDQclAAG,0,2069,33668,201774,194,71,170707,163,70,20576
0015000000rtPouAAE,0,150,1017,1252,30,14,5420,27,1,4
0015000000qA3Z0AAK,0,133066,1604501,4473586,8910,2509,2999728,4825,620,37735
0015000000qbDhKAAU,0,7,7,0,0,0,29,0,0,0
0015000000eeYnqAAE,0,104,859,26762,13,9,2104,6,0,0
0012J00002QkpOoQAJ,0,511,10804,50178,208,59,34557,97,2,4
0015000000rs4gBAAQ,0,203,2007,50194,14,6,8862,21,1,601
0015000000zPYUBAA4,0,483,8015,32991,56,26,34197,122,7,51
0015000000nDTP1AAO,0,148,737,5369,11,8,5163,17,1,17
00150000010MoLVAA0,0,602,11622,148391,119,37,55176,119,18,562
0015000000qFkqXAAS,0,24160,165482,17649509,588,137,313105,300,12,111
